timestamp,heart_rates
00:00,48
00:02,48
00:04,46
00:06,46
00:08,46
00:10,46
00:12,46
00:14,46
00:16,46
00:18,47
00:20,47
00:22,47
00:24,47
00:26,46
00:28,46
00:30,48
00:32,46
00:34,45
00:36,46
00:38,46
00:40,46
00:42,48
00:44,47
00:46,50
00:48,49
00:50,50
00:52,49
00:54,47
00:56,45
00:58,47
01:00,47
01:02,46
01:04,47
01:06,47
01:08,47
01:10,46
01:12,47
01:14,48
01:16,47
01:18,46
01:20,48
01:22,46
01:24,47
01:26,47
01:28,47
01:30,48
01:32,47
01:34,47
01:36,51
01:38,47
01:40,42
01:42,44
01:44,42
01:46,43
01:48,43
01:50,44
01:52,46
01:54,43
01:56,43
01:58,44
02:00,48
02:02,45
02:04,45
02:06,47
02:08,46
02:10,53
02:12,47
02:14,47
02:16,47
02:18,45
02:20,49
02:22,46
02:24,47
02:26,47
02:28,48
02:30,46
02:32,46
02:34,46
02:36,48
02:38,46
02:40,45
02:42,48
02:44,50
02:46,53
02:48,50
02:50,49
02:52,45
02:54,46
02:56,45
02:58,45
03:00,44
03:02,44
03:04,46
03:06,43
03:08,43
03:10,42
03:12,43
03:14,43
03:16,44
03:18,43
03:20,44
03:22,42
03:24,44
03:26,43
03:28,43
03:30,44
03:32,44
03:34,45
03:36,45
03:38,44
03:40,45
03:42,44
03:44,44
03:46,44
03:48,45
03:50,45
03:52,45
03:54,46
03:56,45
03:58,45
04:00,51
04:02,42
04:04,43
04:06,43
04:08,42
04:10,42
04:12,42
04:14,44
04:16,43
04:18,43
04:20,44
04:22,44
04:24,45
04:26,48
04:28,44
04:30,45
04:32,43
04:34,44
04:36,44
04:38,45
04:40,55
04:42,53
04:44,45
04:46,44
04:48,45
04:50,49
04:52,45
04:54,46
04:56,48
04:58,44
05:00,44
05:02,41
05:04,42
05:06,45
05:08,41
05:10,41
05:12,42
05:14,42
05:16,42
05:18,42
05:20,43
05:22,43
05:24,44
05:26,44
05:28,44
05:30,45
05:32,45
05:34,44
05:36,45
05:38,46
05:40,43
05:42,43
05:44,43
05:46,43
05:48,42
05:50,42
05:52,44
05:54,43
05:56,44
05:58,47
06:00,48
06:02,47
06:04,48
06:06,48
06:08,48
06:10,47
06:12,47
06:14,47
06:16,47
06:18,46
06:20,47
06:22,46
06:24,46
06:26,46
06:28,45
06:30,48
06:32,52
06:34,48
06:36,47
06:38,48
06:40,62
06:42,44
06:44,49
06:46,54
06:48,50
06:50,55
06:52,45
06:54,55
06:56,57
06:58,49
07:00,45
07:02,44
07:04,44
07:06,44
07:08,45
07:10,47
07:12,43
07:14,45
07:16,45
07:18,44
07:20,45
07:22,44
07:24,47
07:26,48
07:28,41
07:30,42
07:32,41
07:34,42
07:36,43
07:38,42
07:40,42
07:42,43
07:44,43
07:46,45
07:48,48
07:50,43
07:52,46
07:54,44
07:56,44
07:58,46
08:00,43
08:02,43
08:04,44
08:06,45
08:08,51
08:10,42
08:12,44
08:14,44
08:16,44
08:18,46
08:20,44
08:22,45
08:24,45
08:26,50
08:28,43
08:30,45
08:32,44
08:34,44
08:36,45
08:38,45
08:40,53
08:42,44
08:44,44
08:46,45
08:48,45
08:50,45
08:52,43
08:54,44
08:56,45
08:58,44
09:00,55
09:02,48
09:04,53
09:06,42
09:08,46
09:10,44
09:12,52
09:14,49
09:16,47
09:18,52
09:20,48
09:22,48
09:24,69
09:26,68
09:28,64
09:30,75
09:32,65
09:34,60
09:36,69
09:38,55
09:40,62
09:42,62
09:44,66
09:46,64
09:48,76
09:50,59
09:52,60
09:54,67
09:56,66
09:58,67
10:00,65
10:02,52
10:04,58
10:06,64
10:08,75
10:10,81
10:12,70
10:14,67
10:16,65
10:18,65
10:20,61
10:22,65
10:24,79
10:26,65
10:28,72
10:30,79
10:32,79
10:34,83
10:36,87
10:38,85
10:40,79
10:42,92
10:44,107
10:46,96
10:48,90
10:50,107
10:52,107
10:54,109
10:56,110
10:58,116
11:00,118
11:02,121
11:04,114
11:06,114
11:08,124
11:10,132
11:12,148
11:14,127
11:16,127
11:18,119
11:20,132
11:22,129
11:24,135
11:26,133
11:28,125
11:30,109
11:32,101
11:34,104
11:36,111
11:38,109
11:40,101
11:42,109
11:44,104
11:46,113
11:48,112
11:50,102
11:52,104
11:54,95
11:56,88
11:58,96
12:00,107
12:02,104
12:04,100
12:06,98
12:08,104
12:10,112
12:12,68
12:14,74
12:16,78
12:18,79
12:20,89
12:22,89
12:24,88
12:26,88
12:28,83
12:30,80
12:32,88
12:34,90
12:36,86
12:38,86
12:40,91
12:42,86
12:44,75
12:46,73
12:48,74
12:50,68
12:52,69
12:54,74
12:56,86
12:58,83
13:00,73
13:02,69
13:04,73
13:06,75
13:08,65
13:10,69
13:12,73
13:14,67
13:16,63
13:18,59
13:20,73
13:22,75
13:24,73
13:26,74
13:28,82
13:30,76
13:32,79
13:34,77
13:36,80
13:38,76
13:40,78
13:42,80
13:44,79
13:46,81
13:48,79
13:50,76
13:52,86
13:54,92
13:56,86
13:58,81
14:00,85
14:02,86
14:04,80
14:06,78
14:08,80
14:10,76
14:12,80
14:14,79
14:16,79
14:18,88
14:20,89
14:22,85
14:24,84
14:26,85
14:28,80
14:30,78
14:32,76
14:34,74
14:36,76
14:38,79
14:40,74
14:42,78
14:44,79
14:46,81
14:48,76
14:50,75
14:52,79
14:54,78
14:56,76
14:58,79
15:00,80
15:02,77
15:04,88
15:06,66
15:08,65
15:10,69
15:12,66
15:14,68
15:16,78
15:18,69
15:20,72
15:22,71
15:24,70
15:26,73
15:28,71
15:30,71
15:32,68
15:34,73
15:36,62
15:38,64
15:40,69
15:42,83
15:44,71
15:46,68
15:48,68
15:50,71
15:52,68
15:54,69
15:56,67
15:58,71
16:00,75
16:02,76
16:04,68
16:06,65
16:08,63
16:10,63
16:12,63
16:14,67
16:16,68
16:18,68
16:20,67
16:22,70
16:24,73
16:26,74
16:28,72
16:30,75
16:32,73
16:34,73
16:36,77
16:38,75
16:40,69
16:42,88
16:44,88
16:46,78
16:48,76
16:50,82
16:52,72
16:54,69
16:56,68
16:58,70
17:00,75
17:02,88
17:04,91
17:06,81
17:08,76
17:10,68
17:12,66
17:14,64
17:16,66
17:18,66
17:20,70
17:22,65
17:24,65
17:26,64
17:28,62
17:30,62
17:32,62
17:34,62
17:36,62
17:38,61
17:40,60
17:42,60
17:44,61
17:46,59
17:48,61
17:50,60
17:52,65
17:54,64
17:56,65
17:58,65
18:00,67
18:02,83
18:04,85
18:06,84
18:08,97
18:10,86
18:12,75
18:14,76
18:16,88
18:18,71
18:20,78
18:22,83
18:24,81
18:26,79
18:28,87
18:30,85
18:32,93
18:34,94
18:36,81
18:38,90
18:40,92
18:42,84
18:44,88
18:46,84
18:48,73
18:50,80
18:52,83
18:54,81
18:56,85
18:58,82
19:00,72
19:02,77
19:04,75
19:06,72
19:08,74
19:10,72
19:12,81
19:14,79
19:16,68
19:18,71
19:20,75
19:22,83
19:24,74
19:26,73
19:28,71
19:30,76
19:32,72
19:34,63
19:36,74
19:38,65
19:40,69
19:42,73
19:44,63
19:46,67
