timestamp,heart_rates
00:00:00,83
00:02:00,80
00:04:00,85
00:06:00,89
00:08:00,82
00:10:00,66
00:12:00,69
00:14:00,72
00:16:00,87
00:18:00,85
00:20:00,77
00:22:00,70
00:24:00,70
00:26:00,72
00:28:00,52
00:30:00,51
00:32:00,52
00:34:00,52
00:36:00,54
00:38:00,55
00:40:00,55
00:42:00,55
00:44:00,54
00:46:00,56
00:48:00,66
00:50:00,56
00:52:00,63
00:54:00,68
00:56:00,54
00:58:00,53
01:00:00,52
01:02:00,54
01:04:00,52
01:06:00,51
01:08:00,53
01:10:00,52
01:12:00,53
01:14:00,54
01:16:00,53
01:18:00,54
01:20:00,54
01:22:00,54
01:24:00,54
01:26:00,54
01:28:00,54
01:30:00,54
01:32:00,54
01:34:00,54
01:36:00,55
01:38:00,55
01:40:00,55
01:42:00,56
01:44:00,53
01:46:00,52
01:48:00,50
01:50:00,50
01:52:00,50
01:54:00,51
01:56:00,50
01:58:00,51
02:00:00,53
02:02:00,51
02:04:00,53
02:06:00,55
02:08:00,51
02:10:00,51
02:12:00,51
02:14:00,52
02:16:00,51
02:18:00,56
02:20:00,51
02:22:00,53
02:24:00,52
02:26:00,52
02:28:00,54
02:30:00,53
02:32:00,53
02:34:00,53
02:36:00,53
02:38:00,52
02:40:00,53
02:42:00,52
02:44:00,53
02:46:00,53
02:48:00,52
02:50:00,52
02:52:00,52
02:54:00,52
02:56:00,52
02:58:00,53
03:00:00,60
03:02:00,47
03:04:00,48
03:06:00,47
03:08:00,47
03:10:00,50
03:12:00,48
03:14:00,48
03:16:00,53
03:18:00,53
03:20:00,51
03:22:00,50
03:24:00,52
03:26:00,53
03:28:00,50
03:30:00,49
03:32:00,49
03:34:00,47
03:36:00,49
03:38:00,47
03:40:00,46
03:42:00,47
03:44:00,46
03:46:00,47
03:48:00,47
03:50:00,47
03:52:00,47
03:54:00,47
03:56:00,47
03:58:00,48
04:00:00,48
04:02:00,48
04:04:00,53
04:06:00,47
04:08:00,48
04:10:00,48
04:12:00,48
04:14:00,48
04:16:00,48
04:18:00,48
04:20:00,48
04:22:00,48
04:24:00,47
04:26:00,47
04:28:00,47
04:30:00,47
04:32:00,45
04:34:00,46
04:36:00,47
04:38:00,50
04:40:00,52
04:42:00,47
04:44:00,51
04:46:00,50
04:48:00,50
04:50:00,49
04:52:00,48
04:54:00,47
04:56:00,47
04:58:00,61
05:00:00,49
05:02:00,48
05:04:00,49
05:06:00,50
05:08:00,50
05:10:00,48
05:12:00,48
05:14:00,48
05:16:00,47
05:18:00,49
05:20:00,48
05:22:00,49
05:24:00,49
05:26:00,50
05:28:00,51
05:30:00,51
05:32:00,50
05:34:00,51
05:36:00,50
05:38:00,50
05:40:00,51
05:42:00,50
05:44:00,49
05:46:00,48
05:48:00,48
05:50:00,49
05:52:00,49
05:54:00,50
05:56:00,50
05:58:00,50
06:00:00,50
06:02:00,49
06:04:00,50
06:06:00,53
06:08:00,45
06:10:00,45
06:12:00,46
06:14:00,44
06:16:00,46
06:18:00,47
06:20:00,45
06:22:00,45
06:24:00,45
06:26:00,47
06:28:00,51
06:30:00,47
06:32:00,47
06:34:00,47
06:36:00,49
06:38:00,49
06:40:00,53
06:42:00,47
06:44:00,49
06:46:00,48
06:48:00,48
06:50:00,48
06:52:00,48
06:54:00,49
06:56:00,49
06:58:00,52
07:00:00,48
07:02:00,49
07:04:00,50
07:06:00,56
07:08:00,46
07:10:00,46
07:12:00,46
07:14:00,47
07:16:00,48
07:18:00,48
07:20:00,49
07:22:00,49
07:24:00,48
07:26:00,50
07:28:00,50
07:30:00,50
07:32:00,51
07:34:00,51
07:36:00,51
07:38:00,48
07:40:00,48
07:42:00,44
07:44:00,47
07:46:00,45
07:48:00,50
07:50:00,47
07:52:00,47
07:54:00,50
07:56:00,46
07:58:00,49
08:00:00,50
08:02:00,51
08:04:00,51
08:06:00,47
08:08:00,45
08:10:00,46
08:12:00,66
08:14:00,77
08:16:00,64
08:18:00,73
08:20:00,71
08:22:00,65
08:24:00,53
08:26:00,55
08:28:00,54
08:30:00,55
08:32:00,68
08:34:00,80
08:36:00,94
08:38:00,97
08:40:00,63
08:42:00,61
08:44:00,71
08:46:00,81
08:48:00,65
08:50:00,65
08:52:00,65
08:54:00,68
08:56:00,70
08:58:00,63
09:00:00,62
09:02:00,63
09:04:00,65
09:06:00,64
09:08:00,66
09:10:00,65
09:12:00,63
09:14:00,77
09:16:00,84
09:18:00,83
09:20:00,81
09:22:00,86
09:24:00,71
09:26:00,67
09:28:00,64
09:30:00,75
09:32:00,84
09:34:00,88
09:36:00,84
09:38:00,83
09:40:00,80
09:42:00,79
09:44:00,103
09:46:00,110
09:48:00,106
09:50:00,113
09:52:00,122
09:54:00,103
09:56:00,106
09:58:00,109
10:00:00,111
10:02:00,101
10:04:00,105
10:06:00,95
10:08:00,92
10:10:00,107
10:12:00,113
10:14:00,114
10:16:00,110
10:18:00,107
10:20:00,97
10:22:00,101
10:24:00,103
10:26:00,106
10:28:00,119
10:30:00,101
10:32:00,91
10:34:00,101
