timestamp,heart_rates
00:00:00,78
00:02:00,81
00:04:00,66
00:06:00,61
00:08:00,65
00:10:00,63
00:12:00,68
00:14:00,69
00:16:00,60
00:18:00,65
00:20:00,66
00:22:00,65
00:24:00,63
00:26:00,67
00:28:00,75
00:30:00,74
00:32:00,70
00:34:00,71
00:36:00,68
00:38:00,74
00:40:00,78
00:42:00,77
00:44:00,84
00:46:00,80
00:48:00,93
00:50:00,96
00:52:00,97
00:54:00,99
00:56:00,97
00:58:00,87
01:00:00,89
01:02:00,88
01:04:00,68
01:06:00,74
01:08:00,63
01:10:00,63
01:12:00,66
01:14:00,74
01:16:00,71
01:18:00,76
01:20:00,61
01:22:00,61
01:24:00,60
01:26:00,61
01:28:00,58
01:30:00,58
01:32:00,57
01:34:00,57
01:36:00,56
01:38:00,56
01:40:00,56
01:42:00,56
01:44:00,56
01:46:00,56
01:48:00,56
01:50:00,55
01:52:00,56
01:54:00,56
01:56:00,57
01:58:00,57
02:00:00,56
02:02:00,56
02:04:00,57
02:06:00,57
02:08:00,57
02:10:00,58
02:12:00,55
02:14:00,53
02:16:00,55
02:18:00,52
02:20:00,51
02:22:00,52
02:24:00,52
02:26:00,51
02:28:00,50
02:30:00,51
02:32:00,51
02:34:00,52
02:36:00,53
02:38:00,52
02:40:00,56
02:42:00,52
02:44:00,51
02:46:00,53
02:48:00,54
02:50:00,53
02:52:00,52
02:54:00,54
02:56:00,54
02:58:00,53
03:00:00,52
03:02:00,53
03:04:00,53
03:06:00,53
03:08:00,53
03:10:00,53
03:12:00,53
03:14:00,53
03:16:00,53
03:18:00,60
03:20:00,56
03:22:00,51
03:24:00,49
03:26:00,49
03:28:00,50
03:30:00,51
03:32:00,51
03:34:00,51
03:36:00,50
03:38:00,51
03:40:00,51
03:42:00,51
03:44:00,49
03:46:00,49
03:48:00,49
03:50:00,49
03:52:00,52
03:54:00,47
03:56:00,46
03:58:00,46
04:00:00,48
04:02:00,48
04:04:00,48
04:06:00,47
04:08:00,48
04:10:00,47
04:12:00,46
04:14:00,46
04:16:00,52
04:18:00,48
04:20:00,46
04:22:00,47
04:24:00,50
04:26:00,48
04:28:00,46
04:30:00,48
04:32:00,47
04:34:00,47
04:36:00,47
04:38:00,48
04:40:00,48
04:42:00,48
04:44:00,46
04:46:00,47
04:48:00,48
04:50:00,48
04:52:00,48
04:54:00,48
04:56:00,48
04:58:00,48
05:00:00,48
05:02:00,56
05:04:00,48
05:06:00,47
05:08:00,47
05:10:00,46
05:12:00,54
05:14:00,47
05:16:00,47
05:18:00,47
05:20:00,47
05:22:00,47
05:24:00,51
05:26:00,51
05:28:00,49
05:30:00,48
05:32:00,50
05:34:00,52
05:36:00,45
05:38:00,45
05:40:00,47
05:42:00,60
05:44:00,54
05:46:00,51
05:48:00,49
05:50:00,49
05:52:00,48
05:54:00,54
05:56:00,50
05:58:00,51
06:00:00,50
06:02:00,51
06:04:00,67
06:06:00,47
06:08:00,47
06:10:00,45
06:12:00,51
06:14:00,46
06:16:00,47
06:18:00,46
06:20:00,46
06:22:00,46
06:24:00,47
06:26:00,45
06:28:00,46
06:30:00,46
06:32:00,46
06:34:00,47
06:36:00,45
06:38:00,45
06:40:00,47
06:42:00,46
06:44:00,47
06:46:00,48
06:48:00,47
06:50:00,48
06:52:00,47
06:54:00,49
06:56:00,49
06:58:00,49
07:00:00,49
07:02:00,49
07:04:00,49
07:06:00,49
07:08:00,49
07:10:00,49
07:12:00,51
07:14:00,57
07:16:00,55
07:18:00,52
07:20:00,47
07:22:00,48
07:24:00,47
07:26:00,49
07:28:00,48
07:30:00,46
07:32:00,47
07:34:00,48
07:36:00,48
07:38:00,51
07:40:00,48
07:42:00,47
07:44:00,52
07:46:00,50
07:48:00,47
07:50:00,51
07:52:00,47
07:54:00,53
07:56:00,45
07:58:00,48
08:00:00,49
08:02:00,46
08:04:00,46
08:06:00,46
08:08:00,53
08:10:00,61
08:12:00,77
08:14:00,80
08:16:00,82
08:18:00,83
08:20:00,75
08:22:00,66
08:24:00,60
08:26:00,72
08:28:00,77
08:30:00,60
08:32:00,63
08:34:00,69
08:36:00,75
08:38:00,75
08:40:00,74
08:42:00,75
08:44:00,74
08:46:00,78
08:48:00,75
08:50:00,76
08:52:00,75
08:54:00,78
08:56:00,65
08:58:00,63
09:00:00,62
09:02:00,59
09:04:00,62
09:06:00,63
09:08:00,61
09:10:00,61
09:12:00,58
09:14:00,58
09:16:00,62
09:18:00,60
09:20:00,59
